Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
35SNMSLA,journalArticle,2021,"Shokri, Nima; Hassani, Amirhossein; Azapagic, Adisa",Soil salinization under different climate change scenarios: A global scale analysis,,,,,https://ui.adsabs.harvard.edu/abs/2021EGUGA..2313668S,"Population growth and climate change is projected to increase the pressure on land and water resources, especially in arid and semi-arid regions. This pressure is expected to affect all driving mechanisms of soil salinization comprising alteration in soil hydrological balance, sea salt intrusion, wet/dry deposition of wind-born saline aerosols — leading to an increase in soil salinity. Soil salinity influences soil stability, bio-diversity, ecosystem functioning and soil water evaporation (1). It can be a long-term threat to agricultural activities and food security. To devise sustainable action plan investments and policy interventions, it is crucial to know when and where salt-affected soils occur. However, current estimates on spatio-temporal variability of salt-affected soils are majorly localized and future projections in response to climate change are rare. Using Machine Learning (ML) algorithms, we related the available measured soil salinity values (represented by electrical conductivity of the saturated paste soil extract, ECe) to some environmental information (or predictors including outputs of Global Circulation Models, soil, crop, topographic, climatic, vegetative, and landscape properties of the sampling locations) to develop a set of data-driven predictive tools to enable the spatio-temporal predictions of soil salinity. The outputs of these tools helped us to estimate the extent and severity of the soil salinity under current and future climatic patterns at different geographical levels and identify the salinization hotspots by the end of the 21st century in response to climate change. Our analysis suggests that a soil area of 11.73 Mkm2 located in non-frigid zones has been salt-affected in at least three-fourths of the 1980 - 2018 period (2). At the country level, Brazil, Peru, Sudan, Colombia, and Namibia were estimated to have the highest rates of annual increase in the total area of soils with an ECe ≥ 4 dS m-1. Additionally, the results indicate that by the end of the 21st century, drylands of South America, southern and Western Australia, Mexico, southwest United States, and South Africa will be the salinization hotspots (compared to the 1961 - 1990 period). The results of this study could inform decision-making and contribute to attaining the United Nation""s Sustainable Development Goals for land and water resources management.1. Shokri-Kuehni, S.M.S., Raaijmakers, B., Kurz, T., Or, D., Helmig, R., Shokri, N. (2020). Water Table Depth and Soil Salinization: From Pore-Scale Processes to Field-Scale Responses. Water Resour. Res., 56, e2019WR026707. https://doi.org/ 10.1029/2019WR0267072. Hassani, A., Azapagic, A., Shokri, N. (2020). Predicting Long-term Dynamics of Soil Salinity and Sodicity on a Global Scale, Proc. Nat. Acad. Sci., 117, 52, 33017-33027. https://doi.org/10.1073/pnas.2013771117",2021/4/1,2021/12/3 15:21,2021/12/3 15:21,2021/12/3 15:21,EGU21-13668,,,,,,Soil salinization under different climate change scenarios,,,,,,,,,,,,NASA ADS,,Conference Name: EGU General Assembly Conference Abstracts ADS Bibcode: 2021EGUGA..2313668S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7JYPXIGB,journalArticle,2018,"Elavarasan, Dhivya; Vincent, Durai Raj; Sharma, Vishal; Zomaya, Albert Y.; Srinivasan, Kathiravan",Forecasting yield by integrating agrarian factors and machine learning models: A survey,Computers and Electronics in Agriculture,,0168-1699,10.1016/j.compag.2018.10.024,https://www.sciencedirect.com/science/article/pii/S0168169918311529,"The advancement in science and technology has led to a substantial amount of data from various fields of agriculture to be incremented in the public domain. Hence a desideratum arises from the investigation of the available data and integrating them with a process like a crop improvement, yield prediction, crop disease analysis, identifying water stress, and so on. Computing techniques like Machine learning is a new advent for the analysis and resoluteness of these intricate issues. Various analytical models like Decision Trees, Random Forests, Support Vector Machines, Bayesian Networks, and Artificial Neural Networks, and so on, have been utilized for engendering the models and analyze the results. These methods enable to analyze soil, climate, and water regime which are significantly involved in crop growth and precision farming. This survey incorporates an overview of some of the existing supervised and unsupervised machine learning models associated with the crop yield in literature. Moreover, this survey compares one approach with other using various error measures like Root Mean Square Error (RMSE), Relative Root Mean Square Error (RRMSE), Mean Absolute Error (MAE), and Coefficient of Determination (R2).",2018/12/1,2021/12/3 15:21,2021/12/3 15:21,2021/12/3 15:21,257-282,,,155,,Computers and Electronics in Agriculture,Forecasting yield by integrating agrarian factors and machine learning models,,,,,,,en,,,,,ScienceDirect,,,,,,,Apriori algorithm; Artificial neural networks; Bayesian networks; Climatic parameters; Decision trees; Density-Based Spatial Clustering for Applications with noise (DBSCAN); Expectation maximization; K-means clustering; Markov chain process; Random forests; Support vector machines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHZPKL82,conferencePaper,2019,"Pandey, Ankur; Tiwary, Piyush; Kumar, Sudhir; Das, Sajal K",A hybrid classifier approach to multivariate sensor data for climate smart agriculture cyber-physical systems,Proceedings of the 20th International Conference on Distributed Computing and Networking,978-1-4503-6094-4,,10.1145/3288599.3288621,https://doi.org/10.1145/3288599.3288621,"In this paper, we propose a novel climate-smart Agriculture Cyber-Physical System (ACPS) for precision farming. The primary motive of the ACPS is to perform real-time fault location tracking in the agricultural field using multivariate sensor data. The computing model in the ACPS uses a novel hybrid classification approach which combines two classifiers for the location estimation of the sensor node. The novelty of the proposed method lies in predicting the locations that need more irrigation, soil nutrients or immediate human intervention using the sensor data. We also derive the computational complexity of the proposed method. The location accuracy improves reasonably as compared to the current-state-of-the-art methods.",2019/1/4,2021/12/3 15:21,2021/12/3 15:21,2021/12/3,337–341,,,,,,,ICDCN '19,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,ACM Digital Library,,,,,,,cyber-physical systems; location estimation; machine learning; smart agriculture; wireless sensor networks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAY74QAG,journalArticle,2020,"Yang, Guang; Block, Paul",A forecast-informed reservoir operation framework incorporating climate indices,,,,,https://ui.adsabs.harvard.edu/abs/2020EGUGA..2222257Y,"Incorporating streamflow forecasts into reservoir management can often lead to improved operational efficiency. Large-scale climate variables and indices - in addition to local hydrologic variables - may also provide valuable information for reservoir operations given their limitate relationship with streamflow. A new tree-based machine learning approach for updating reservoir operating rules conditioned on large-scale climate indices is proposed by selecting the most suitable reservoir decision-making pattern for each year. Multiple types of reservoir operating rules can be extracted from the historical streamflow data with different hydrological (e.g., wet and dry) conditions. Their performance can be recorded and correlated with climate indices by using a decision-tree classification model, and then the rules with the best performance conditioned on a given climate index value can be selected for reservoir operations. A case study of reservoir operations for the Grand Ethiopian Renaissance Dam (GERD) on the Blue Nile River demonstrates that the proposed tree-based reservoir operation framework can accurately select suitable decision-making rules both for normal and forecast-informed reservoir operations. Notably, incorporating May Nino 4.0 values into GERD reservoir operations can increase power generation during flood seasons, especially in extreme years.",2020/5/1,2021/12/3 15:21,2021/12/3 15:21,2021/12/3 15:21,22257,,,,,,,,,,,,,,,,,,NASA ADS,,Conference Name: EGU General Assembly Conference Abstracts ADS Bibcode: 2020EGUGA..2222257Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I32M48ND,journalArticle,2019,"Newcomer, M. E.; Cheng, Y.; Bhoot, V.",Climate and Hydrological Controls on Coastal Harmful Algal Blooms,,,,,https://ui.adsabs.harvard.edu/abs/2019AGUFMOS11B..07N,"Microalgae play a crucial role in mediating the global carbon cycle, and underpin food webs in oceanic and coastal environments. However, when present in unusually high concentrations, coupled with toxin production, harmful algal blooms (HABs) produce detrimental effects that permeate through food chains, impacting the health of living organisms in the marine coastal environment. Adding complexity to the conditions controlling HABs, hydrological and climatic controls are inextricably linked to the water quality conditions in the watershed and at the export point. While many studies suggest nutrients drive coastal blooms, this is not always the case, leading to the problem of stressed, intractable models, and fundamentally unpredictable onset. Feedbacks and couplings through biogeochemical and biological pathways within the water column, hyporheic, and benthic zones down the watershed ultimately control the fate and delivery of metals, nutrients, and solutes important for HAB formation. Mechanistic representation and understanding of these complex, non-linear drivers is poorly understood, and in this work we present novel machine learning and numerical modeling approaches to address this challenge. To test our hypothesis that river conditions and subsequent exports can exert control over formation of HABs at the freshwater-marine interface, we developed a comprehensive numerical modeling framework that includes these processes: algal ecology, watershed hydrology, reactive transport of chemical species, coastal lagoon conditions. Specifically, movement of the water and transport of nutrients (i.e. iron, nitrogen) were simulated within a Southern Californian watershed using watershed and reactive transport models. Results demonstrate the relative controls of climate, watershed dynamics and coastal boundary conditions on lagoon water quality and algal bloom dynamics across seasons.",2019/12/1,2021/12/3 15:21,2021/12/3 15:21,2021/12/3 15:21,OS11B-07,,,2019,,,,,,,,,,,,,,,NASA ADS,,Conference Name: AGU Fall Meeting Abstracts ADS Bibcode: 2019AGUFMOS11B..07N,,,,,0414 Biogeochemical cycles; 0439 Ecosystems; 4817 Food webs; 4855 Phytoplankton; and dynamics; and modeling; BIOGEOSCIENCES; OCEANOGRAPHY: BIOLOGICAL AND CHEMICAL; processes; structure; structure and dynamics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPDXHSUN,journalArticle,2021,"Madhuri, R.; Sistla, S.; Srinivasa Raju, K.",Application of machine learning algorithms for flood susceptibility assessment and risk management,Journal of Water and Climate Change,,2040-2244,10.2166/wcc.2021.051,https://doi.org/10.2166/wcc.2021.051,"Assessing floods and their likely impact in climate change scenarios will enable the facilitation of sustainable management strategies. In this study, five machine learning (ML) algorithms, namely (i) Logistic Regression, (ii) Support Vector Machine, (iii) K-nearest neighbor, (iv) Adaptive Boosting (AdaBoost) and (v) Extreme Gradient Boosting (XGBoost), were tested for Greater Hyderabad Municipal Corporation (GHMC), India, to evaluate their clustering abilities to classify locations (flooded or non-flooded) for climate change scenarios. A geo-spatial database, with eight flood influencing factors, namely, rainfall, elevation, slope, distance from nearest stream, evapotranspiration, land surface temperature, normalised difference vegetation index and curve number, was developed for 2000, 2006 and 2016. XGBoost performed the best, with the highest mean area under curve score of 0.83. Hence, XGBoost was adopted to simulate the future flood locations corresponding to probable highest rainfall events under four Representative Concentration Pathways (RCPs), namely, 2.6, 4.5, 6.0 and 8.5 along with other flood influencing factors for 2040, 2056, 2050 and 2064, respectively. The resulting ranges of flood risk probabilities are predicted as 39–77%, 16–39%, 42–63% and 39–77% for the respective years.",2021/4/12,2021/12/3 15:21,2021/12/3 15:21,2021/12/3 15:21,2608-2623,,6,12,,Journal of Water and Climate Change,,,,,,,,,,,,,Silverchair,,,,/Users/bbochenek/Zotero/storage/Y56HEL53/Madhuri et al. - 2021 - Application of machine learning algorithms for flo.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3DSKP9,journalArticle,2020,"Sippel, Sebastian; Meinshausen, Nicolai; Fischer, Erich M.; Székely, Enikő; Knutti, Reto",Climate change now detectable from any single day of weather at global scale,Nature Climate Change,,1758-6798,10.1038/s41558-019-0666-7,https://www.nature.com/articles/s41558-019-0666-7,"For generations, climate scientists have educated the public that ‘weather is not climate’, and climate change has been framed as the change in the distribution of weather that slowly emerges from large variability over decades1–7. However, weather when considered globally is now in uncharted territory. Here we show that on the basis of a single day of globally observed temperature and moisture, we detect the fingerprint of externally driven climate change, and conclude that Earth as a whole is warming. Our detection approach invokes statistical learning and climate model simulations to encapsulate the relationship between spatial patterns of daily temperature and humidity, and key climate change metrics such as annual global mean temperature or Earth’s energy imbalance. Observations are projected onto this relationship to detect climate change. The fingerprint of climate change is detected from any single day in the observed global record since early 2012, and since 1999 on the basis of a year of data. Detection is robust even when ignoring the long-term global warming trend. This complements traditional climate change detection, but also opens broader perspectives for the communication of regional weather events, modifying the climate change narrative: while changes in weather locally are emerging over decades, global climate change is now detected instantaneously.",1月-20,2021/12/3 15:21,2021/12/3 15:21,2021/12/3 15:21,35-41,,1,10,,Nat. Clim. Chang.,,,,,,,,en,"2020 The Author(s), under exclusive licence to Springer Nature Limited",,,,www.nature.com,,Bandiera_abtest: a Cg_type: Nature Research Journals Number: 1 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: Attribution;Climate and Earth system modelling;Projection and prediction Subject_term_id: attribution;climate-and-earth-system-modelling;projection-and-prediction,,,,,Attribution; Climate and Earth system modelling; Projection and prediction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2WZ9FIV,journalArticle,2021,"Talakh, M. V.; Holub, S. V.; Turkin, I. B.",INFORMATION TECHNOLOGY OF CLIMATE MONITORING,"Radio Electronics, Computer Science, Control",,2313-688X,10.15588/1607-3274-2021-2-16,http://ric.zntu.edu.ua/article/view/236969,"Context. Information monitoring technology is used to reduce information uncertainty about the regularity of air temperature changes during managing work in hard-to-reach places [1]. The task was to create a method for modelling one of the climatic indicators, air temperature, in the given territories in the information monitoring technology structure. Climate models are the main tools for studying the response of the ecological system to external and internal influences. The problem of reducing information uncertainty in making managerial decisions is eliminated by predicting the consequences of using planned control actions using climate modelling methods in information monitoring technology. The information technology of climate monitoring combines satellite observation methods and observations on climate stations, taking into account the spatial and temporal characteristics, to form an array of input data. It was made with the methods for synthesizing models of monitoring information systems [1] and methods of forming multilevel model structures of the monitoring information systems [1] for converting observation results into knowledge, and with the rules for interpreting obtained results for calculating the temperature value in the uncontrolled territories. Objective of the work is to solve the problem of identifying the functional dependence of the air temperature in a given uncontrolled territory on the results of observations of the climate characteristics by meteorological stations in the information technology of climate monitoring structure. Method. The methodology for creating information technologies for monitoring has been improved to expand its capabilities to perform new tasks of forecasting temperature using data from thermal imaging satellites and weather stations by using a new method of climate modelling. A systematic approach to the process of climate modelling and the group method of data handling were used for solving problems of functional dependence identification, methods of mathematical statistics for evaluating models. Results. The deviation of the calculated temperature values with the synthesized monitoring information systems models from the actual values obtained from the results of observations by artificial earth satellites does not, on average, exceed 2.5°С. Temperature traces obtained from satellite images and weather stations at similar points show similar dynamics. Conclusions. The problem of the functional dependence identification of air temperature in uncontrolled territories on the results of observations at meteorological stations is solved. The obtained results were used in the process of creating a new method of climate modelling within information technology of climate monitoring. Experimental confirmation of the hypothesis about the possibility of using satellite images in regional models of temperature prediction has been obtained. The effectiveness of the application of the methodology for the creation of monitoring information technologies during the implementation of the tasks of reducing uncertainty for management decisions during works in non-controlled territories has been proven.",2021/7/8,2021/12/3 15:22,2021/12/3 15:22,2021/12/3 15:22,154-163,,2,,,,,,,,,,,en,"Copyright (c) 2021 M. V. Talakh, S. V. Holub, I. B. Turkin",,,,ric.zntu.edu.ua,,Number: 2,,/Users/bbochenek/Zotero/storage/Y32GPCCN/Talakh et al. - 2021 - INFORMATION TECHNOLOGY OF CLIMATE MONITORING.pdf,,,air temperature; climate models; inductive modelling; information technology; Landsat satellites; machine learning.; monitoring; observations; thermal imagery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F9N8QTRB,journalArticle,2021,"Azadi, Firoozeh; Ashofteh, Parisa-Sadat; Shokri, Ashkan; Loáiciga, Hugo A.",Simulation-Optimization of Reservoir Water Quality under Climate Change,Journal of Water Resources Planning and Management,,1943-5452,10.1061/(ASCE)WR.1943-5452.0001436,https://ascelibrary.org/doi/abs/10.1061/%28ASCE%29WR.1943-5452.0001436,"Increasing population and water use, rising pollution of water resources, and climate change affect the quantity and quality of water resources. Reservoir operation is an important tool for water supply that can be optimized by simulation-optimization considering the impact of climate change on water quality. This study presents a simulation-optimization approach linking the CE-QUAL-W2 hydrodynamic model with the firefly algorithm 𝑘k<math display=""inline"" overflow=""scroll""><mrow><mi>k</mi></mrow></math>-nearest neighbor (FA-KNN) model to obtain optimal reservoir discharges to achieve water quality objectives under climate change conditions. The developed algorithm overcomes the computational burden of CE-QUAL-W2. The FA-KNN hybrid algorithm is employed to optimize the total dissolved solids (TDS) while achieving computational efficiently beyond what could be achieved with CE-QUAL-W2 simulations alone. This paper’s approach is evaluated with the Aidoghmoush Reservoir (East Azerbaijan, Iran). Overall, 36 simulation-optimization scenarios for dry and wet years under baseline and climate change conditions are evaluated by considering three initial water levels for the reservoir (minimum, average, and normal) and three thresholds for assessing the hybrid algorithm. The TDS released from the reservoir in wet years would be acceptable for agricultural use; in dry years, on average, the TDS would not be acceptable for 24 days per year under climate change. The reservoir in winter undergoes complete mixing; it becomes stratified in spring and summer, and it is close to complete mixing in the autumn. The highest TDS in the reservoir would occur during the summer in dry years under climate change, reaching TDS of approximately 2,645g/m32,645  g/m3<math display=""inline"" overflow=""scroll""><mrow><mn>2,645</mn><mtext>  </mtext><mi mathvariant=""normal"">g</mi><mo stretchy=""false"">/</mo><msup><mi mathvariant=""normal"">m</mi><mn>3</mn></msup></mrow></math>.",2021/9/1,2021/12/3 15:22,2021/12/3 15:22,2021/12/3 15:22,4021054,,9,147,,,,,,,,,,EN,© 2021 American Society of Civil Engineers,,,,ASCE,,Publisher: American Society of Civil Engineers,,,,,CE-QUAL-W2; Climate change; Computation complexity; Firefly algorithm k-nearest neighbor (FA-KNN); Reservoir water quality management; Water quality simulation-optimization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNX7M7BA,journalArticle,2021,"Kusmec, Aaron; Zheng, Zihao; Archontoulis, Sotirios; Ganapathysubramanian, Baskar; Hu, Guiping; Wang, Lizhi; Yu, Jianming; Schnable, Patrick S.",Interdisciplinary strategies to enable data-driven plant breeding in a changing climate,One Earth,,2590-3322,10.1016/j.oneear.2021.02.005,https://www.sciencedirect.com/science/article/pii/S259033222100110X,"This perspective lays out a framework to enable the breeding of crops that can meet worldwide demand under the challenges of global climate change. Past work in various fields has produced multiple prediction methods to contribute to different plant breeding objectives. Our proposed framework focuses on the integration of these methods into decision-support tools that quantify the effects on multiple objectives of decisions made throughout the plant breeding pipeline. We discuss the complementarities among these methods with an emphasis on integration into tools that utilize operations research and systems approaches to help plant breeders rapidly and optimally design new cultivars under extant time, cost, and environmental constraints. In illustrating this potential, we demonstrate the interconnectedness and probabilistic nature of plant breeding objectives and highlight research opportunities to refine and combine knowledge across multiple disciplines. Such a framework can help plant breeders more efficiently breed for future environments, including so-called minor crops, leading to an overall increase in the resiliency of global food production systems.",2021/3/19,2021/12/3 15:24,2021/12/3 15:24,2021/12/3 15:24,372-383,,3,4,,One Earth,,,,,,,,en,,,,,ScienceDirect,,,,/Users/bbochenek/Zotero/storage/6N7PVRUN/Kusmec et al. - 2021 - Interdisciplinary strategies to enable data-driven.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H49WRR93,journalArticle,2020,"Rahmati, Omid; Falah, Fatemeh; Dayal, Kavina Shaanu; Deo, Ravinesh C.; Mohammadi, Farnoush; Biggs, Trent; Moghaddam, Davoud Davoudi; Naghibi, Seyed Amir; Bui, Dieu Tien",Machine learning approaches for spatial modeling of agricultural droughts in the south-east region of Queensland Australia,Science of The Total Environment,,0048-9697,10.1016/j.scitotenv.2019.134230,https://www.sciencedirect.com/science/article/pii/S0048969719342135,"A quantitative understanding of the hydro-environmental factors that influence the occurrence of agricultural drought events would enable more strategic climate change adaptation and drought management plans. Practical drought hazard mapping remains challenging due to possible exclusion of the most pertinent drought drivers, and to the use of inadequate predictive models that cannot describe drought adequately. This research aims to develop new approaches to map agricultural drought hazard with state-of-the-art machine learning models, including classification and regression trees (CART), boosted regression trees (BRT), random forests (RF), multivariate adaptive regression splines (MARS), flexible discriminant analysis (FDA) and support vector machines (SVM). Hydro-environmental datasets were used to calculate the relative departure of soil moisture (RDSM) for eight severe droughts for drought-prone southeast Queensland, Australia, over the period 1994–2013. RDSM was then used to generate an agricultural drought inventory map. Eight hydro-environmental factors were used as potential predictors of drought. The goodness-of-fit and predictive performance of all models were evaluated using different threshold-dependent and threshold-independent methods, including the true skill statistic (TSS), Efficiency (E), F-score, and the area under the receiver operating characteristic curve (AUC-ROC). The RF model (AUC-ROC = 97.7%, TSS = 0.873, E = 0.929, F-score = 0.898) yielded the highest accuracy, while the FDA model (with AUC-ROC = 73.9%, TSS = 0.424, E = 0.719, F-score = 0.512) showed the worst performance. The plant available water holding capacity (PAWC), mean annual precipitation, and clay content were the most important variables to be used for predicting the agricultural drought. About 21.2% of the area is in high or very high drought risk classes, and therefore, warrant drought and environmental protection policies. Importantly, the models do not require data on the precipitation anomaly for any given drought year; the spatial patterns in AGH were consistent for all drought events, despite very different spatial patterns in precipitation anomaly among events. Such machine-learning approaches are able to construct an overall risk map, thus assisting in the adoption of a robust drought contingency planning measure not only for this area, but also, in other regions where drought presents a pressing challenge, including its influence on key practical dimensions of social, environmental and economic sustainability.",2020/1/10,2021/12/3 15:24,2021/12/3 15:24,2021/12/3 15:24,134230,,,699,,Science of The Total Environment,,,,,,,,en,,,,,ScienceDirect,,,,,,,"Australia; Drought; GIS; Spatial analysis, artificial intelligence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7WF9YXP3,journalArticle,2021,"Rojo, Jesús; Oteros, Jose; Picornell, Antonio; Maya-Manzano, José M.; Damialis, Athanasios; Zink, Katrin; Werchan, Matthias; Werchan, Barbora; Smith, Matt; Menzel, Annette; Timpf, Sabine; Traidl-Hoffmann, Claudia; Bergmann, Karl-Christian; Schmidt-Weber, Carsten B.; Buters, Jeroen",Effects of future climate change on birch abundance and their pollen load,Global Change Biology,,1365-2486,10.1111/gcb.15824,https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.15824,"Climate change impacts on the structure and function of ecosystems will worsen public health issues like allergic diseases. Birch trees (Betula spp.) are important sources of aeroallergens in Central and Northern Europe. Birches are vulnerable to climate change as these trees are sensitive to increased temperatures and summer droughts. This study aims to examine the effect of climate change on airborne birch pollen concentrations in Central Europe using Bavaria in Southern Germany as a case study. Pollen data from 28 monitoring stations in Bavaria were used in this study, with time series of up 30 years long. An integrative approach was used to model airborne birch pollen concentrations taking into account drivers influencing birch tree abundance and birch pollen production and projections made according to different climate change and socioeconomic scenarios. Birch tree abundance is projected to decrease in parts of Bavaria at different rates, depending on the climate scenario, particularly in current centres of the species distribution. Climate change is expected to result in initial increases in pollen load but, due to the reduction in birch trees, the amount of airborne birch pollen will decrease at lower altitudes. Conversely, higher altitude areas will experience expansions in birch tree distribution and subsequent increases in airborne birch pollen in the future. Even considering restrictions for migration rates, increases in pollen load are likely in Southwestern areas, where positive trends have already been detected during the last three decades. Integrating models for the distribution and abundance of pollen sources and the drivers that control birch pollen production allowed us to model airborne birch pollen concentrations in the future. The magnitude of changes depends on location and climate change scenario.",2021,2021/12/3 15:24,2021/12/3 15:24,2021/12/3 15:24,5934-5949,,22,27,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/gcb.15824,,,,,Betula; climate change; ecological modelling; plant distribution; pollen exposure; pollen production; temperate trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HWTDCITW,journalArticle,2019,"Dutra Silva, Lara; Brito de Azevedo, Eduardo; Vieira Reis, Francisco; Bento Elias, Rui; Silva, Luís",Limitations of Species Distribution Models Based on Available Climate Change Data: A Case Study in the Azorean Forest,Forests,,,10.3390/f10070575,https://www.mdpi.com/1999-4907/10/7/575,"Climate change is gaining attention as a major threat to biodiversity. It is expected to further expand the risk of plant invasion through ecosystem disturbance. Particularly, island ecosystems are under pressure, and climate change may threaten forest-dependent species. However, scientific and societal unknowns make it difficult to predict how climate change and biological invasions will affect species interactions and ecosystem processes. The purpose of this study was to identify possible limitations when making species distribution model projections based on predicted climate change. We aimed to know if climatic variables alone were good predictors of habitat suitability, ensuring reliable projections. In particular, we compared the performance of generalized linear models, generalized additive models, and a selection of machine learning techniques (BIOMOD 2) when modelling the distribution of forest species in the Azores, according to the climatic changes predicted to 2100. Some limitations seem to exist when modelling the effect of climate change on species distributions, since the best models also included topographic variables, making modelling based on climate alone less reliable, with model fit varying among modelling approaches, and random forest often providing the best results. Our results emphasize the adoption of a careful study design and algorithm selection process. The uncertainties associated with climate change effect on plant communities as a whole, including their indigenous and invasive components, highlight a pressing need for integrated modelling, monitoring, and experimental work to better realize the consequences of climate change, in order to ensure the resilience of forest ecosystems in a changing world.",7月-19,2021/12/3 15:24,2021/12/3 15:24,2021/12/3 15:24,575,,7,10,,,Limitations of Species Distribution Models Based on Available Climate Change Data,,,,,,,en,http://creativecommons.org/licenses/by/3.0/,,,,www.mdpi.com,,Number: 7 Publisher: Multidisciplinary Digital Publishing Institute,,/Users/bbochenek/Zotero/storage/AZI7U76J/Dutra Silva et al. - 2019 - Limitations of Species Distribution Models Based o.pdf,,,Azores; BIOMOD 2; climatic and topographical variables; forest ecosystems; global climate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3BMQXYL2,journalArticle,2019,"Knutti, R.",Uncertainty in climate projections - from philosophical concepts to predicting plausible futures of a messy reality,,,,,https://ui.adsabs.harvard.edu/abs/2019AGUFMGC51D..02K,"From a conceptual perspective, a model is neither good, bad, correct nor wrong as such; it is simply more or less useful as a representational tool for a certain purpose. I argue that process understanding is the key to make judgments about when this tool is adequate to tell us something relevant about certain aspects of the real world that we are interested in. With the rapidly growing amount of observations and computing capacity, however, the argument of adequacy based on understanding is now often replaced by measures of 'model fit'. While such quantitative methods are powerful, and recent developments in machine learning offer promising tools to evaluate models and detect the anthropogenic signal, such 'beauty contests' may keep us from asking the most important question: what is this model designed for, useful for, and what is the risk of being misled by the wealth of details it provides? Here I show recent results in model evaluation, weighting, emergent constraints and uncertainty quantification; and I argue that it is only through understanding and evaluating the relationships in components and variables of the climate as the target system and their representation in these models, combined with conceptual thinking of what our models are actually supposed to do, that we can make better use of the information the models provide.",2019/12/1,2021/12/3 15:24,2021/12/3 15:24,2021/12/3 15:24,GC51D-02,,,2019,,,,,,,,,,,,,,,NASA ADS,,Conference Name: AGU Fall Meeting Abstracts ADS Bibcode: 2019AGUFMGC51D..02K,,,,,1622 Earth system modeling; 1990 Uncertainty; 3275 Uncertainty quantification; GLOBAL CHANGE; INFORMATICS; MATHEMATICAL GEOPHYSICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
